siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
100755420,00013,10075542000013,O,2026-01-29,NN,,,2026-02-05T13:01:39.673,true,A,O,,2026-01-29,5499,ATLAS.M,,,,,,,,,,,46.31Z,NAFRev2,,N,N,NN,,00013,2026-02-05T13:01:39.673,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,46.31Z,NAFRev2,N,46.31Y
100785393,00016,10078539300016,O,2026-02-05,NN,,,2026-02-06T08:00:57.409,true,A,O,,2026-02-05,5710,A2S CONSEIL & SUPPORT,,,,,,,,,,,70.22Z,NAFRev2,,N,N,NN,,00016,2026-02-06T08:00:57.409,,,,16,,,RUE,GEORGES BRASSENS,93420,VILLEPINTE,,93078,,,930780606_B,667482.33,6873168.05,A,,,,,70.22Z,NAFRev2,N,70.20Y
100804673,00018,10080467300018,O,2026-02-11,NN,,,2026-02-09T20:00:49.159,true,A,O,,2026-02-11,5710,NOVALAYER,,,,,,,,,,,62.02A,NAFRev2,,N,N,NN,,00018,2026-02-09T20:00:49.159,,,,52,,,RUE,AFFORTY,93420,VILLEPINTE,,93078,,,930780012_B,666907.18,6874449.98,A,,,,,62.02A,NAFRev2,N,62.20G
100859396,00010,10085939600010,P,2026-01-27,NN,,,2026-02-19T14:00:56.827,true,A,P,,2026-01-27,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.91A,NAFRev2,,,,NN,,00010,2026-02-19T14:00:56.827,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.91A,NAFRev2,N,47.78H
100859438,00010,10085943800010,O,2026-02-05,NN,,,2026-02-17T20:59:55.316,true,A,O,,2026-02-05,1000,,,M,LUU,,QUOC,THIEN,,,QUOC,,47.89Z,NAFRev2,,,,NN,,00010,2026-02-17T20:59:55.316,,,,4,,,RUE,DES MARRONNIERS,93420,VILLEPINTE,,93078,,,93078ocj9_B,667227.52,6871945.99,A,,,,,47.89Z,NAFRev2,N,47.64Y
100882075,00011,10088207500011,O,2026-02-15,NN,,,2026-02-06T13:34:09.739,true,A,O,,2026-02-15,9220,INSTITUT SPORT SOMMEIL VILLEPINTE,ISSV,,,,,,,,,,86.90F,NAFRev2,W932014023,O,N,NN,,00011,2026-02-06T13:34:09.739,,,,158,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666180.04,6872904.73,A,,,,,86.90F,NAFRev2,O,86.99Y
100903624,00011,10090362400011,O,2026-02-07,NN,,,2026-02-18T16:06:26.837,true,A,O,,2026-02-07,1000,,,M,KRAUSS,SLAVI,VEACESLAV,,,,VEACESLAV,,81.21Z,NAFRev2,,,,NN,,00011,2026-02-18T16:06:26.837,,,,14,,,AVENUE,HENRI IV,93420,VILLEPINTE,,93078,,,930783p4d_B,667749.1,6872481.52,A,,,,,81.21Z,NAFRev2,N,81.10Y
100921782,00015,10092178200015,O,2026-02-09,NN,,,2026-04-27T11:36:24.05,true,A,O,,2026-02-09,1000,,,M,BENAOUDA,,MOHAMED,,,,MOHAMED,,53.20Z,NAFRev2,,,,NN,,00015,2026-04-27T11:36:24.045,,,,9,,,RUE,LEON JOUHAUX,93420,VILLEPINTE,,93078,,,930780807_B,665698.9,6872414.47,A,,,,MOHAMED BENAOUDA,53.20Z,NAFRev2,N,53.20G
100950088,00011,10095008800011,O,2026-02-06,NN,,,2026-02-09T10:19:30.019,true,A,O,,2026-02-06,1000,,,M,IDRI,,DERADJI,,,,DERADJI,,81.21Z,NAFRev2,,,,NN,,00011,2026-02-09T10:19:30.018,,,,30,,,AVENUE,DE LA PLAINE,93420,VILLEPINTE,,93078,,,930781120_B,667491.8,6872207.61,A,,,,,81.21Z,NAFRev2,N,81.21Y
100959618,00016,10095961800016,O,2026-01-21,NN,,,2026-02-20T12:14:37.792,true,A,O,,2026-01-21,5710,SERVICES CARS,,,,,,,,,,,45.20A,NAFRev2,,N,N,NN,,00016,2026-05-05T09:30:48.448,,,,139,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666037.4,6872847.4,A,,,,,45.20A,NAFRev2,N,95.31G
101057875,00011,10105787500011,O,2025-12-18,NN,,,2026-02-11T08:29:21.941,true,A,O,,2025-12-18,9220,UNION DE LA PEPINIERE,,,,,,,,,,,94.99Z,NAFRev2,W932013960,O,N,NN,,00011,2026-02-11T08:29:21.94,,,A B ET C,1,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_C,,,A,,,,,94.99Z,NAFRev2,N,94.99Y
101059905,00014,10105990500014,O,2026-01-18,NN,,,2026-02-11T08:43:53.106,true,A,O,,2026-01-18,9220,EVENT EMOI,,,,,,,,,,,82.30Z,NAFRev2,W932014012,O,N,NN,,00014,2026-02-11T08:43:53.105,,,ETAGE 3 - APT 1231,12,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_C,,,A,,,,,82.30Z,NAFRev2,N,94.99Y
101068807,00011,10106880700011,O,2015-03-11,NN,,,2026-02-11T10:00:55.432,true,A,O,,2015-03-11,8420,FEDERATION NATIONALE AERIENNE ET DES ACTIVITES CONNEXES,,,,,,,,,,,94.11Z,NAFRev2,,N,,NN,,00011,2026-02-11T10:00:55.431,,,,18,,,RUE,DE L'EGLISE,93420,VILLEPINTE,,93078,,,930780440_B,666030.0,6873866.0,A,,,,,94.11Z,NAFRev2,N,94.11Y
101069896,00013,10106989600013,P,2026-02-11,NN,,,2026-02-11T10:12:55.8,true,A,P,,2026-02-11,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],85.53Z,NAFRev2,,,,NN,,00013,2026-02-11T10:12:55.8,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],85.53Z,NAFRev2,N,85.53Y
101097855,00015,10109785500015,O,2026-03-01,NN,,,2026-02-23T16:15:02.872,true,A,O,,2026-03-01,1000,,,F,SAINVILUS,,ADRIENNE,,,,ADRIENNE,,96.02A,NAFRev2,,,,NN,,00015,2026-02-23T16:15:02.872,,,BATIMENT L4,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.74,6873216.25,A,,,,CLAIR BEAUTY,96.02A,NAFRev2,N,96.21H
101132470,00028,10113247000028,O,2026-02-16,NN,,,2026-03-18T13:13:35.944,false,A,O,,2026-02-11,5710,SYSOPS CONSULTING,,,,,,,,,,,62.02A,NAFRev2,,N,N,NN,,00010,2026-03-18T13:13:35.928,,,,16,,,PLACE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780580_B,668244.49,6871731.03,A,,,,,62.02A,NAFRev2,O,62.20G
101133296,00018,10113329600018,O,2025-12-30,NN,,,2026-02-16T20:00:24.935,true,A,O,,2025-12-30,5499,FAYR,,,,,,,,,,,68.20B,NAFRev2,,N,N,NN,,00018,2026-02-16T20:00:24.935,,,,15,,,RUE,DAGUERRE,93420,VILLEPINTE,,93078,,,930780390_B,667569.0,6872390.12,A,,,,,68.20B,NAFRev2,N,68.20H
101135580,00013,10113558000013,P,2025-11-28,NN,,,2026-02-12T12:27:41.178,true,A,P,,2025-11-28,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],86.90D,NAFRev2,,,,NN,,00013,2026-02-12T12:27:41.177,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],86.90D,NAFRev2,N,86.94G
101136281,00017,10113628100017,O,2026-02-10,NN,,,2026-02-16T13:02:25.969,true,A,O,,2026-02-10,5710,MSR FORMATION,,,,,,,,,,,85.59A,NAFRev2,,N,N,NN,,00017,2026-02-16T13:02:25.968,,,ETG 1 APPEN 104 LPROMB 104B-,10,,,AVENUE,SULLY,93420,VILLEPINTE,,93078,,,930781330_B,668103.09,6871686.44,A,,,,,85.59A,NAFRev2,N,85.59G
101146413,00014,10114641300014,O,2026-02-11,NN,,,2026-02-20T20:01:03.22,true,A,O,,2026-02-11,5710,AHO INVEST,,,,,,,,,,,66.30Z,NAFRev2,,N,N,NN,,00014,2026-02-20T20:01:03.219,,,,16,,,AVENUE,LOUIS BLANC,93420,VILLEPINTE,,93078,,,930780830_B,665875.47,6872560.67,A,,,,,66.30Z,NAFRev2,N,66.30Y
101146934,00019,10114693400019,O,2025-12-01,NN,,,2026-02-23T20:01:56.661,true,A,O,,2025-12-01,5710,AMIRI HOLDING,,,,,,,,,,,70.10Z,NAFRev2,,N,N,NN,,00019,2026-02-23T20:01:56.66,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,70.10Z,NAFRev2,N,70.10Y
101170850,00016,10117085000016,O,2026-03-05,NN,,,2026-02-24T17:16:50.315,true,A,O,,2026-03-05,1000,,,M,BLAHOA,,DANON,JOSEPH,PACOME,,DANON,,56.10C,NAFRev2,,,,NN,,00016,2026-02-24T17:16:50.314,,,,1,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665630.89,6872839.46,A,,,,,56.10C,NAFRev2,N,56.11J
101199255,00015,10119925500015,P,2026-04-01,NN,,,2026-02-13T14:50:52.427,true,A,P,,2026-04-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],86.90F,NAFRev2,,,,NN,,00015,2026-02-13T14:50:52.426,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],86.90F,NAFRev2,N,86.93Y
101213650,00019,10121365000019,O,2026-01-19,NN,,,2026-02-14T00:38:21.5,true,A,O,,2026-01-19,9220,ASSOCIATION POUR L INSERTION PROFESSIONNELLE DES JEUNES EN DIFFICULTES (AIPJ),,,,,,,,,,,88.99B,NAFRev2,W932014014,O,N,NN,,00019,2026-02-14T00:38:21.499,,,,35,,,RUE,DE L'EGLISE,93420,VILLEPINTE,,93078,,,930780440_B,666112.98,6873883.52,A,,,,,88.99B,NAFRev2,N,88.99H
101214161,00016,10121416100016,O,2025-09-22,NN,,,2026-02-14T04:38:06.199,true,A,O,,2025-09-22,9220,LA CARAIBE INVESTIT,,,,,,,,,,,94.99Z,NAFRev2,W932013812,O,N,NN,,00016,2026-02-14T04:38:06.198,,,,6,,,AVENUE,DU BON AVENIR,93420,VILLEPINTE,,93078,,,930780200_B,668001.69,6872028.62,A,,,,,94.99Z,NAFRev2,N,94.99Y
101224731,00014,10122473100014,P,2026-02-21,NN,,,2026-02-15T12:18:13.094,true,A,P,,2026-02-21,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.89Z,NAFRev2,,,,NN,,00014,2026-02-15T12:18:13.094,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.89Z,NAFRev2,N,47.75Y
101235000,00011,10123500000011,O,2026-01-10,NN,,,2026-02-16T06:55:15.827,true,A,O,,2026-01-10,1000,,,M,MARGAT,,ALEXANDRE,CYRIL,MARCEL,,ALEXANDRE,,85.51Z,NAFRev2,,,,NN,,00011,2026-02-16T06:55:15.826,,,,14,,,AVENUE,FABRE,93420,VILLEPINTE,,93078,,,930780470_B,666860.72,6872219.31,A,,,,MARGAT ALEXANDRE,85.51Z,NAFRev2,N,85.51Y
101309300,00016,10130930000016,O,2026-02-16,NN,,,2026-02-28T19:20:58.224,true,A,O,,2026-02-16,1000,,,M,HAMILA,,FARES,,,,FARES,,47.91B,NAFRev2,,,,NN,,00016,2026-02-28T19:20:58.226,,,VILLEPINTE,15,,,ALLEE,RAIMU,93420,VILLEPINTE,,93078,,,930781165_B,666546.63,6873772.79,A,,,,,47.91B,NAFRev2,N,47.79H
101315828,00018,10131582800018,O,2025-01-27,NN,,,2026-02-17T09:21:06.526,true,A,O,,2025-01-27,9220,MAISON API HAJJA FATIMA,,,,,,,,,,,01.49Z,NAFRev2,W932013480,O,N,NN,,00018,2026-02-17T09:21:06.526,,,,1,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665630.89,6872839.46,A,,,,,01.49Z,NAFRev2,N,01.48G
101330025,00012,10133002500012,O,2026-02-17,NN,,,2026-03-02T20:00:57.315,true,A,O,,2026-02-17,1000,,,F,GRILLOT,,SOPHIA,SYLVANA,LELLA,,SOPHIA,,53.20Z,NAFRev2,,,,NN,,00012,2026-03-02T20:00:57.315,,,,1,,,RUE,FRANCOIS MAURIAC,93420,VILLEPINTE,,93078,,,930780558_B,666759.2,6873072.85,A,,,,,53.20Z,NAFRev2,N,53.20H
101340974,00019,10134097400019,O,2026-03-01,NN,,,2026-03-02T14:26:05.823,true,A,O,,2026-03-01,1000,,,M,REDISSI,,MOHAMED,,,,MOHAMED,,43.22A,NAFRev2,,,,NN,,00019,2026-03-02T14:26:05.822,,,,29,,,AVENUE,DE LA REPUBLIQUE,93420,VILLEPINTE,,93078,,,930780770_B,667684.68,6872080.31,A,,,,CSP RENOV,43.22A,NAFRev2,N,43.22G
101345528,00018,10134552800018,O,2026-02-17,NN,,,2026-03-19T13:01:57.096,true,A,O,,2026-02-17,1000,,,M,JEROME,,XXX,,,,XXX,,56.21Z,NAFRev2,,,,NN,,00018,2026-03-19T13:01:57.095,,,,3,,,RUE,EUGENIE COTTON,93420,VILLEPINTE,,93078,,,930780464_B,666832.29,6873008.93,A,,,,JEROME,56.21Z,NAFRev2,N,56.21Y
101356988,00010,10135698800010,O,2026-01-22,NN,,,2026-02-23T13:01:25.616,true,A,O,,2026-01-22,5710,CHICKY MOOD,,,,,,,,,,,00.00Z,NAFRev2,,N,N,NN,,00010,2026-02-23T13:01:25.616,,,,11,,,AVENUE,RASPAIL,93420,VILLEPINTE,,93078,,,930781170_B,666864.2,6872711.49,A,,,,,70.10Z,NAFRev2,,70.10Y
101357994,00017,10135799400017,P,2026-02-18,NN,,,2026-02-17T23:57:33.741,true,A,P,,2026-02-18,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],62.01Z,NAFRev2,,,,NN,,00017,2026-02-17T23:57:33.74,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],62.01Z,NAFRev2,N,62.10Y
101358125,00017,10135812500017,P,2026-03-10,NN,,,2026-03-06T14:18:14.294,true,A,P,,2026-03-10,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],49.42Z,NAFRev2,,,,NN,,00017,2026-03-06T14:18:14.294,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],49.42Z,NAFRev2,N,49.42Y
101377570,00011,10137757000011,O,2026-02-12,NN,,,2026-03-16T10:57:27.253,true,A,O,,2026-02-12,5710,MOPRENE VTC,,,,,,,,,,,49.32Z,NAFRev2,,N,N,NN,,00011,2026-03-16T10:57:27.252,,,,177,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666274.93,6872964.78,A,,,,,49.32Z,NAFRev2,N,49.33H
101433175,00011,10143317500011,O,2026-02-20,NN,,,2026-02-20T13:03:20.652,true,A,O,,2026-02-20,5710,AYA INVEST,,,,,,,,,,,66.30Z,NAFRev2,,N,N,NN,,00011,2026-02-20T13:03:20.652,,,,32,,,AVENUE,DES ROSES,93420,VILLEPINTE,,93078,,,930781220_B,667345.8,6872800.39,A,,,,,66.30Z,NAFRev2,N,66.30Y
101446292,00019,10144629200019,O,2026-02-19,NN,,,2026-02-19T14:33:54.181,true,A,O,,2026-02-19,1000,,,M,GHOMA,,RANDY,,,,RANDY,,82.99Z,NAFRev2,,,,NN,,00019,2026-02-19T14:33:54.181,,,,22,,,RUE,PAUL LAFARGUE,93420,VILLEPINTE,,93078,,,930781050_B,666907.03,6872145.21,A,,,,GHOMA RANDY,82.99Z,NAFRev2,N,82.99Y
101449247,00010,10144924700010,O,2026-02-18,NN,,,2026-02-20T12:00:53.513,true,A,O,,2026-02-18,5710,VELYSSE,,,,,,,,,,,43.99C,NAFRev2,,N,N,NN,,00010,2026-03-13T13:13:33.972,,,,35,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664206.81,6875018.89,A,,,,,43.99C,NAFRev2,O,43.91Y
101456333,00018,10145633300018,P,2026-02-17,NN,,,2026-03-19T17:01:25.327,true,A,P,,2026-02-17,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],96.09Z,NAFRev2,,,,NN,,00018,2026-03-19T17:01:25.327,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,N,96.99H
101459725,00012,10145972500012,O,2026-02-19,NN,,,2026-03-18T13:13:32.543,true,A,O,,2026-02-19,5710,J&K ELEC,,,,,,,,,,,43.21A,NAFRev2,,N,N,NN,,00012,2026-03-18T13:13:32.54,,,,68,,,AVENUE,DE LA REPUBLIQUE,93420,VILLEPINTE,,93078,,,930780770_B,667444.13,6872338.88,A,,,,,43.21A,NAFRev2,O,43.21G
101465839,00013,10146583900013,O,2026-02-19,NN,,,2026-02-23T07:00:30.966,true,A,O,,2026-02-19,5710,CORE ENVIRONNEMENT,,,,,,,,,,,82.99Z,NAFRev2,,N,N,NN,,00013,2026-02-23T07:00:30.965,,,,129,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,665974.9,6872816.63,A,,,,,82.99Z,NAFRev2,N,82.99Y
101469005,00017,10146900500017,P,2026-02-16,NN,,,2026-03-04T15:38:12.951,true,A,P,,2026-02-16,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],81.21Z,NAFRev2,,,,NN,,00017,2026-03-04T15:38:12.951,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],81.21Z,NAFRev2,N,81.21Y
101475101,00016,10147510100016,O,2026-02-25,NN,,,2026-03-17T18:04:22.551,true,A,O,,2026-02-25,1000,,,M,POPA,,DINO,,,,DINO,,53.20Z,NAFRev2,,,,NN,,00016,2026-03-17T18:04:22.551,,,,26,,,AVENUE,EDOUARD BRANLY,93420,VILLEPINTE,,93078,,,930780230_B,668008.79,6871921.16,A,,,,BOOSTUP,53.20Z,NAFRev2,N,53.20H
101484509,00019,10148450900019,O,2026-02-07,NN,,,2026-02-20T10:38:18.9,true,A,O,,2026-02-07,1000,,,M,PACHOMIUS,,NJOLAI,,,,NJOLAI,,74.10Z,NAFRev2,,,,NN,,00019,2026-02-20T10:38:18.9,,,,18,,,AVENUE,NOLLET,93420,VILLEPINTE,,93078,,,930780970_B,666182.79,6872774.05,A,,,,,74.10Z,NAFRev2,N,74.12Y
101504231,00016,10150423100016,O,2026-02-12,NN,,,2026-03-10T14:46:04.915,true,A,O,,2026-02-12,5710,S&M ECOCHAUFFAGE,,,,,,,,,,,43.22B,NAFRev2,,N,N,NN,,00016,2026-03-10T14:46:04.915,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,43.22B,NAFRev2,N,43.22H
101510311,00018,10151031100018,O,2026-02-19,NN,,,2026-02-23T13:02:41.137,true,A,O,,2026-02-19,5710,CROUSTY2VILLEPINTE,,,,,,,,,,,56.10C,NAFRev2,,N,N,NN,,00018,2026-02-23T13:02:41.137,,,,154,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666162.17,6872893.05,A,,,,,56.10C,NAFRev2,N,56.11J
101520971,00017,10152097100017,O,2025-01-12,NN,,,2026-03-09T10:48:09.833,true,A,O,,2025-01-12,1000,,,M,KASSOUMOU,,KANTE,,,,KANTE,,45.20A,NAFRev2,,,,NN,,00017,2026-03-09T10:48:09.832,,,,3,,,AVENUE,DU CHEMIN DE FER,93420,VILLEPINTE,,93078,,,930780290_B,668198.68,6871712.71,A,,,,GARAGE MOBILE KE,45.20A,NAFRev2,N,95.31G
101549699,00011,10154969900011,O,2026-02-21,NN,,,2026-02-24T09:00:51.135,true,A,O,,2026-02-21,5710,MOBIFLEET,,,,,,,,,,,45.11Z,NAFRev2,,N,N,NN,,00011,2026-02-24T09:00:51.135,,,,1,,,PLACE,EDISON,93420,VILLEPINTE,,93078,,,930780438_B,667415.53,6873035.98,A,,,,,45.11Z,NAFRev2,N,47.81Y
101558294,00019,10155829400019,O,2024-07-02,NN,,9512ZZ,2026-05-26T17:33:39.337,true,A,O,,2024-07-02,1000,,,M,BENSAFIA,,ACHOUR,,,,ACHOUR,,80.20Z,NAFRev2,,,,NN,,00019,2026-05-26T17:33:39.342,,,,,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665835.01,6873224.92,A,,,,,80.20Z,NAFRev2,N,80.09Y
101566271,00017,10156627100017,O,2026-01-01,NN,,,2026-02-23T12:06:23.913,true,A,O,,2026-01-01,1000,,,F,BERNARD,,MARIE-ANGE,,,,MARIE-ANGE,,68.20A,NAFRev2,,,,NN,,00017,2026-02-23T12:06:23.912,,,,4,,,AVENUE,PABLO PICASSO,93420,VILLEPINTE,,93078,,,930781008_B,666918.2,6873188.82,A,,,,,68.20A,NAFRev2,N,68.20G
101589059,00019,10158905900019,O,2026-02-23,NN,,,2026-02-24T20:00:37.313,true,A,O,,2026-02-23,6540,SCISEBIANE,,,,,,,,,,,68.20B,NAFRev2,,N,N,NN,,00019,2026-02-24T20:00:37.312,,,,30,,,RUE,MAX POL FOUCHET,93420,VILLEPINTE,,93078,,,930780894_B,667254.13,6873256.08,A,,,,,68.20B,NAFRev2,N,68.20H
101592939,00017,10159293900017,P,2025-11-15,NN,,,2026-05-07T15:12:13.701,true,A,P,,2025-11-15,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],86.21Z,NAFRev2,,,,NN,,00017,2026-04-30T13:06:46.307,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],86.21Z,NAFRev2,N,86.21Y
101595874,00013,10159587400013,O,2026-02-16,NN,,,2026-02-27T18:00:43.997,true,A,O,,2026-02-16,5710,SHANTI,,,,,,,,,,,70.10Z,NAFRev2,,N,N,NN,,00013,2026-02-27T18:00:43.997,,,,29,T,,AVENUE,CUVIER,93420,VILLEPINTE,,93078,,,930780380_B,667082.22,6872479.05,A,,,,,70.10Z,NAFRev2,N,70.10Y
101657112,00013,10165711200013,P,2026-03-02,NN,,,2026-03-10T17:45:28.599,true,A,P,,2026-03-02,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],49.32Z,NAFRev2,,,,NN,,00013,2026-03-10T17:45:28.599,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],49.32Z,NAFRev2,N,49.33G
101704815,00014,10170481500014,O,2026-02-10,NN,,,2026-02-25T20:57:50.969,true,A,O,,2026-02-10,1000,,,F,LIMA BATISTA,LIMA BATISTA ANA KAROLINE,ANA,KAROLINE,,,ANA,,81.21Z,NAFRev2,,,,NN,,00014,2026-02-25T20:57:50.968,,,,48,,,BOULEVARD,CIRCULAIRE,93420,VILLEPINTE,,93078,,,930780320_B,667496.82,6872175.45,A,,,,,81.21Z,NAFRev2,N,81.21Y
101706844,00012,10170684400012,O,2026-02-25,NN,,,2026-03-02T16:01:43.475,true,A,O,,2026-02-25,5499,VERAXIS,,,,,,,,,,,62.02A,NAFRev2,,N,N,NN,,00012,2026-03-02T16:01:43.475,,,,1,,,AVENUE,ANDRE MALRAUX,93420,VILLEPINTE,,93078,,,930780031_B,666971.78,6873068.74,A,,,,,62.02A,NAFRev2,N,62.20G
101723625,00014,10172362500014,O,2026-01-01,NN,,,2026-02-27T09:00:27.156,true,A,O,,2026-01-01,5710,CASAK HOLDING,,,,,,,,,,,70.10Z,NAFRev2,,N,N,NN,,00014,2026-02-27T09:00:27.156,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,70.10Z,NAFRev2,N,70.10Y
101762235,00014,10176223500014,O,2026-02-24,NN,,,2026-03-31T13:14:32.376,true,A,O,,2026-02-24,5710,OFS,,,,,,,,,,,41.20B,NAFRev2,,N,N,NN,,00014,2026-03-31T13:14:32.373,,,,24,,,AVENUE,RASPAIL,93420,VILLEPINTE,,93078,,,930781170_B,666812.83,6872668.31,A,,,,,41.20B,NAFRev2,O,41.00H
101820868,00012,10182086800012,O,2026-03-01,NN,,,2026-03-01T12:43:43.947,true,A,O,,2026-03-01,1000,,,M,N GORAN,,ATCHELO,WILFRIED,,,ATCHELO,,85.51Z,NAFRev2,,,,NN,,00012,2026-03-01T12:43:43.946,,,,12,,,AVENUE,FABRE,93420,VILLEPINTE,,93078,,,930780470_B,666853.42,6872211.46,A,,,,,85.51Z,NAFRev2,N,85.51Y
101822153,00025,10182215300025,O,2025-08-08,NN,,,2026-04-15T10:04:53.793,true,A,O,,2025-08-08,1000,,,M,TIERCELIN,,GAEL,,,,GAEL,,68.20A,NAFRev2,,,,NN,,00025,2026-04-15T10:04:53.798,,,,20,,,AVENUE,AUGUSTE BLANQUI,93420,VILLEPINTE,,93078,,,930780050_B,667940.2,6871955.9,A,,,,,68.20A,NAFRev2,N,68.20G
